1,0,1,0.000527,0.619662,0.378868,0.000943
2,0,1,0.001726,0.507948,0.489148,0.001179
3,0,2,0.008294,0.243324,0.712224,0.036157
4,0,1,0.000036,0.993804,0.005594,0.000565
5,0,2,0.000922,0.348516,0.597904,0.052659
6,0,1,0.001282,0.922961,0.075150,0.000607
7,0,2,0.000744,0.417998,0.580813,0.000445
8,0,1,0.003284,0.952804,0.043857,0.000055
9,0,1,0.000014,0.999845,0.000053,0.000089
10,0,1,0.000159,0.927901,0.070302,0.001638
11,0,1,0.000003,0.999625,0.000363,0.000009
12,0,1,0.000076,0.991040,0.007719,0.001164
13,0,1,0.006570,0.878290,0.115090,0.000050
14,0,1,0.000000,0.999905,0.000007,0.000088
15,0,1,0.000022,0.987388,0.010716,0.001873
16,0,1,0.000012,0.985451,0.000796,0.013742
17,0,1,0.002797,0.871876,0.124375,0.000952
18,0,1,0.000206,0.929052,0.064335,0.006407
19,0,1,0.000130,0.810707,0.189158,0.000005
20,0,1,0.000220,0.986751,0.013026,0.000002
21,0,1,0.001080,0.976011,0.013547,0.009362
22,0,1,0.000230,0.996738,0.003006,0.000026
23,0,1,0.003787,0.847392,0.147056,0.001764
24,0,3,0.001489,0.277760,0.006459,0.714292
25,0,3,0.000044,0.015091,0.001077,0.983787
26,0,1,0.000048,0.983993,0.015917,0.000042
27,0,1,0.000030,0.962967,0.006160,0.030843
28,0,1,0.000009,0.999606,0.000385,0.000000
29,0,1,0.000136,0.969549,0.005155,0.025161
30,0,1,0.001052,0.908081,0.022633,0.068234
31,0,1,0.000075,0.932233,0.067588,0.000105
32,0,1,0.002450,0.515474,0.481501,0.000575
33,0,1,0.000000,0.999993,0.000000,0.000006
34,0,1,0.000055,0.999863,0.000071,0.000010
35,0,1,0.000783,0.997859,0.001341,0.000017
36,0,1,0.000640,0.936583,0.060167,0.002610
37,0,1,0.005079,0.781483,0.154410,0.059028
38,0,1,0.000325,0.897040,0.102553,0.000081
39,0,1,0.003064,0.736275,0.240098,0.020563
40,0,1,0.000078,0.993927,0.005962,0.000033
41,0,1,0.000004,0.998768,0.001228,0.000000
42,0,2,0.000199,0.144372,0.739169,0.116260
43,0,1,0.000022,0.998583,0.001389,0.000005
44,0,2,0.000047,0.136998,0.862938,0.000016
45,0,1,0.000205,0.965021,0.034167,0.000607
