5,54.998,-65.932,596.002,0.88193,33.059,-20.033,602.511,0.59738,-22.588,-30.365,591.435,0.41980,-48.750,14.165,571.400,0.40040,-67.652,32.988,530.176,0.65671,92.353,-8.911,590.605,0.47251,108.485,44.319,577.639,0.42051,112.790,59.114,523.245,0.43023,-16.927,98.273,648.005,0.34149,-46.990,110.718,621.175,0.37478,-27.387,192.733,619.375,0.18224,42.456,99.026,591.674,0.35116,55.373,150.787,616.178,0.30170,31.167,225.642,580.792,0.24802,36.720,-82.472,590.811,0.90632,72.039,-75.663,587.835,0.88261,1.705,-72.343,595.636,0.77762,84.210,-56.994,564.663,0.77905
6,53.502,-64.213,587.066,0.85916,30.214,-19.145,575.798,0.60859,-23.808,-29.230,569.376,0.45571,-48.748,15.984,587.816,0.46476,-72.261,35.266,566.274,0.64205,86.541,-8.503,562.109,0.45815,103.384,43.576,550.579,0.45537,106.020,58.133,483.600,0.38231,-16.161,101.527,648.762,0.33642,-46.168,105.276,620.094,0.36062,-25.388,180.047,574.123,0.31084,45.392,108.469,643.403,0.37729,57.544,158.928,639.957,0.27874,31.685,227.973,590.444,0.16968,36.076,-81.027,580.741,0.88236,71.125,-74.711,586.152,0.86512,0.265,-69.316,576.302,0.76844,84.331,-57.059,565.574,0.69588
7,52.481,-63.854,583.878,0.84268,29.799,-18.866,568.034,0.58544,-24.222,-26.187,562.664,0.42300,-50.864,16.493,556.827,0.40898,-66.032,31.625,507.943,0.64828,85.476,-9.127,559.641,0.46648,102.000,41.287,546.697,0.46750,112.109,61.502,511.444,0.36102,-17.434,102.879,667.765,0.33883,-50.116,114.046,662.276,0.35726,-29.551,198.548,633.202,0.26964,45.817,109.413,649.159,0.38189,55.013,171.484,637.782,0.20732,0.000,0.000,0.000,0.07034,34.823,-81.432,583.546,0.84250,69.719,-72.620,580.516,0.86966,-2.548,-70.592,586.868,0.78099,84.436,-58.293,571.060,0.67389
8,49.787,-63.103,577.069,0.82491,29.826,-18.915,568.965,0.60055,-22.948,-29.028,565.275,0.41354,-49.999,15.293,562.198,0.42609,-70.380,33.390,536.290,0.63951,84.839,-9.214,564.361,0.47600,101.685,40.776,548.614,0.47152,110.315,60.561,508.861,0.40964,-17.050,96.858,623.764,0.30126,-47.581,112.643,649.576,0.33886,-28.302,184.746,591.398,0.11530,42.962,105.524,630.455,0.36562,51.020,162.828,608.323,0.14580,30.612,235.546,611.983,0.10964,33.920,-80.957,580.249,0.83222,68.440,-70.624,570.092,0.87133,-1.796,-68.959,573.356,0.76217,81.710,-57.138,566.346,0.62639
9,49.453,-62.671,573.037,0.81749,31.023,-19.656,591.407,0.58468,-23.573,-29.108,580.411,0.40662,-53.133,15.119,581.609,0.39280,-73.428,35.135,564.531,0.62460,88.368,-8.815,583.197,0.45797,106.451,44.358,578.023,0.41965,112.417,60.463,518.562,0.32197,-19.402,105.577,679.863,0.33504,-55.159,130.482,717.470,0.33689,-30.226,215.960,683.448,0.34214,44.686,112.531,667.596,0.37229,61.337,170.486,673.414,0.32931,34.433,236.421,614.258,0.18374,33.380,-79.677,570.908,0.84186,68.232,-71.772,573.755,0.86052,-1.791,-69.099,574.505,0.74752,80.473,-56.733,562.386,0.62917
10,53.794,-66.327,606.499,0.81593,30.035,-19.018,572.439,0.60490,-23.501,-29.006,578.505,0.42115,-52.265,16.239,572.128,0.40152,-72.773,34.834,559.598,0.65105,83.987,-8.370,554.204,0.44313,99.933,39.287,546.258,0.42217,102.309,52.230,488.299,0.38321,-17.586,99.947,643.622,0.34185,-50.935,123.735,662.796,0.31843,-28.719,203.630,649.293,0.36470,43.474,108.722,649.589,0.37908,55.513,145.386,609.163,0.46961,32.142,223.375,585.869,0.17693,35.405,-84.460,605.272,0.83307,72.444,-76.193,603.394,0.86204,-1.889,-72.721,604.829,0.76881,89.309,-62.434,619.047,0.59533
11,50.915,-63.643,582.057,0.81222,30.832,-18.843,588.079,0.57178,-24.817,-26.158,577.129,0.37343,-50.364,18.551,558.701,0.35811,-63.334,31.202,491.669,0.61272,87.743,-10.938,583.770,0.46621,107.697,43.598,577.276,0.43948,117.210,61.861,559.423,0.43490,-14.314,99.635,636.728,0.30110,-48.505,115.169,673.458,0.33175,-27.096,199.802,629.848,0.12162,47.935,108.108,646.016,0.35469,58.029,158.161,636.862,0.32242,33.162,242.604,632.308,0.12508,34.005,-80.477,581.608,0.81975,69.568,-71.760,579.374,0.87011,-1.856,-71.646,595.733,0.73834,86.062,-59.199,586.764,0.57358
12,51.627,-62.786,574.285,0.82574,29.390,-14.890,573.500,0.53418,-23.459,-21.989,577.622,0.35288,-50.655,18.943,569.606,0.33516,-69.503,34.868,539.463,0.54206,87.397,-7.879,567.687,0.45515,105.457,43.498,558.006,0.39454,104.857,55.301,494.694,0.41882,-15.677,103.526,661.507,0.30583,-48.013,116.830,655.438,0.32229,-27.341,203.924,635.620,0.14935,46.024,108.127,641.502,0.34942,60.800,152.766,633.689,0.36720,34.831,235.547,608.191,0.14770,34.402,-80.392,576.253,0.83744,68.705,-71.560,572.080,0.87606,-1.118,-66.709,571.955,0.73333,84.804,-56.249,578.130,0.64823
13,53.190,-64.699,591.641,0.82968,30.000,-14.873,572.613,0.53505,-22.744,-22.673,577.399,0.35232,-50.096,17.543,548.181,0.31045,-65.920,33.700,511.675,0.51693,86.915,-8.599,569.049,0.46950,105.930,43.972,564.061,0.42326,111.940,59.039,528.152,0.39188,-17.132,105.022,655.918,0.30494,-48.885,124.623,667.473,0.28211,0.000,0.000,0.000,0.07706,46.982,109.262,643.517,0.33979,62.908,162.062,655.775,0.28108,34.445,243.841,627.648,0.12226,35.812,-82.098,588.472,0.84391,70.614,-74.235,587.934,0.87413,-0.420,-67.233,582.681,0.72944,84.930,-57.031,579.021,0.62117
14,51.198,-62.264,569.420,0.82486,32.605,-16.162,594.497,0.54344,-21.465,-26.451,599.919,0.40573,-53.971,20.886,606.865,0.38142,-78.881,41.427,606.615,0.52475,91.997,-8.242,592.896,0.49305,112.228,48.446,593.829,0.42641,112.974,60.155,521.186,0.30773,-18.269,106.290,668.851,0.28647,-47.487,129.438,659.200,0.28127,0.000,0.000,0.000,0.09820,49.003,113.974,671.358,0.35223,59.286,160.978,642.006,0.34654,38.116,236.871,602.214,0.16062,35.250,-78.620,568.172,0.86168,67.870,-71.333,564.896,0.86821,0.277,-65.744,569.752,0.73568,85.604,-58.633,574.150,0.70174
